"행정구역","2016년12월_전체세대","2016년12월_1인세대","2016년12월_2인세대","2016년12월_3인세대","2016년12월_4인세대","2016년12월_5인세대","2016년12월_6인세대","2016년12월_7인세대","2016년12월_8인세대","2016년12월_9인세대","2016년12월_10인세대"
"부산광역시 동구 (2617000000)","43,036","19,275","10,211","6,664","5,004","1,387","384","75","21","6","9"
"부산광역시 영도구 (2620000000)","55,893","20,904","14,218","10,171","7,689","2,162","539","149","33","18","10"
"부산광역시 부산진구 (2623000000)","165,238","63,831","37,329","29,598","25,880","6,599","1,526","362","75","23","15"
"부산광역시 동래구 (2626000000)","107,917","32,598","24,481","21,941","21,641","5,572","1,263","305","73","25","18"
"부산광역시 남구 (2629000000)","113,791","36,597","26,801","22,569","20,727","5,390","1,266","304","93","21","23"
"부산광역시 북구 (2632000000)","120,707","33,979","27,602","25,472","25,888","6,179","1,248","246","69","15","9"
"부산광역시 해운대구 (2635000000)","165,290","48,784","36,951","34,949","33,975","8,318","1,769","379","110","31","24"
"부산광역시 사하구 (2638000000)","135,641","42,702","31,539","27,686","25,621","6,284","1,397","299","72","24","17"
"부산광역시 금정구 (2641000000)","102,522","35,952","23,458","19,559","17,512","4,524","1,116","284","60","24","33"
"부산광역시 강서구 (2644000000)","44,112","14,785","9,270","8,748","8,338","2,257","521","129","38","16","10"
"부산광역시 연제구 (2647000000)","84,398","26,902","19,750","16,968","15,677","3,911","913","188","60","18","11"
"부산광역시 수영구 (2650000000)","77,733","28,312","18,781","14,947","11,633","3,073","743","178","44","10","12"
"부산광역시 사상구 (2653000000)","96,403","32,468","21,738","19,186","17,482","4,300","912","249","45","14","9"
"부산광역시 기장군 (2671000000)","62,810","19,069","14,330","12,776","12,312","3,337","711","197","44","15","19"
"대구광역시  (2700000000)","994,220","315,016","217,125","199,229","198,903","50,042","10,749","2,342","524","153","137"
"대구광역시 중구 (2711000000)","37,987","17,571","8,062","6,019","4,650","1,256","340","63","13","6","7"
"대구광역시 동구 (2714000000)","147,154","50,438","34,820","28,224","25,091","6,577","1,564","324","80","16","20"
"대구광역시 서구 (2717000000)","88,468","34,201","20,638","16,258","13,019","3,356","767","175","39","10","5"
"대구광역시 남구 (2720000000)","73,979","32,641","17,155","12,054","8,831","2,500","583","161","23","13","18"
"대구광역시 북구 (2723000000)","171,181","50,882","35,890","35,210","37,570","9,255","1,870","373","83","21","27"
"대구광역시 수성구 (2726000000)","165,392","42,378","34,683","35,556","39,513","10,416","2,167","504","114","37","24"
"대구광역시 달서구 (2729000000)","225,643","62,204","47,618","48,318","52,252","12,107","2,440","532","126","27","19"
"대구광역시 달성군 (2771000000)","84,416","24,701","18,259","17,590","17,977","4,575","1,018","210","46","23","17"
"인천광역시  (2800000000)","1,171,399","373,035","245,352","234,833","240,600","60,641","12,827","2,947","764","229","171"
"인천광역시 중구 (2811000000)","52,218","22,901","10,402","8,119","7,809","2,282","536","109","31","14","15"
"인천광역시 동구 (2814000000)","30,081","10,556","7,070","5,871","4,832","1,312","336","80","17","1","6"
"인천광역시 남구 (2817000000)","178,444","65,348","40,199","33,586","29,385","7,618","1,762","401","105","22","18"
"인천광역시 연수구 (2818500000)","120,580","32,121","21,708","26,208","31,083","7,479","1,501","335","94","32","19"
"인천광역시 남동구 (2820000000)","209,885","64,809","44,611","42,632","43,961","11,002","2,200","496","120","35","19"
"인천광역시 부평구 (2823700000)","216,492","66,024","46,134","44,852","45,274","11,010","2,431","529","162","45","31"
"인천광역시 계양구 (2824500000)","126,963","36,591","25,903","27,036","28,924","6,847","1,243","311","66","24","18"
"인천광역시 서구 (2826000000)","194,008","55,824","37,770","40,732","45,253","11,466","2,267","517","118","40","21"
"인천광역시 강화군 (2871000000)","31,106","12,277","9,044","4,595","3,238","1,316","436","139","34","8","19"
"인천광역시 옹진군 (2872000000)","11,622","6,584","2,511","1,202","841","309","115","30","17","8","5"
"광주광역시  (2900000000)","586,464","195,232","121,171","110,136","113,233","36,826","7,546","1,666","415","141","98"
"광주광역시 동구 (2911000000)","45,095","20,878","9,780","6,658","5,128","1,900","533","144","38","19","17"
"광주광역시 서구 (2914000000)","123,500","41,137","25,159","23,202","24,274","7,675","1,609","319","83","25","17"
"광주광역시 남구 (2915500000)","87,879","27,915","20,244","17,222","15,548","5,398","1,160","274","71","23","24"
"광주광역시 북구 (2917000000)","178,956","60,412","38,413","33,976","32,835","10,498","2,160","489","114","40","19"
"광주광역시 광산구 (2920000000)","151,034","44,890","27,575","29,078","35,448","11,355","2,084","440","109","34","21"
"대전광역시  (3000000000)","606,137","200,445","126,188","115,691","119,895","33,999","7,477","1,731","464","137","110"
"대전광역시 동구 (3011000000)","100,398","37,596","22,647","17,555","16,001","5,012","1,210","273","69","21","14"
"대전광역시 중구 (3014000000)","103,681","35,516","23,461","19,124","18,029","5,644","1,412","354","99","26","16"
"대전광역시 서구 (3017000000)","192,834","60,781","39,215","38,332","40,395","11,078","2,284","530","140","44","35"
"대전광역시 유성구 (3020000000)","132,464","41,947","24,120","25,815","30,517","7,963","1,605","344","100","31","22"
"대전광역시 대덕구 (3023000000)","76,760","24,605","16,745","14,865","14,953","4,302","966","230","56","15","23"
"울산광역시  (3100000000)","455,352","136,470","93,165","92,642","102,777","24,241","4,652","1,011","257","82","55"
"울산광역시 중구 (3111000000)","95,673","28,872","20,796","19,700","20,167","4,938","916","215","45","16","8"
"울산광역시 남구 (3114000000)","134,140","41,915","26,470","27,432","30,198","6,525","1,224","272","68","23","13"
"울산광역시 동구 (3117000000)","68,548","21,116","14,186","13,879","14,810","3,577","759","169","37","8","7"
"울산광역시 북구 (3120000000)","69,693","16,199","13,215","15,368","19,474","4,464","769","141","41","14","8"
"울산광역시 울주군 (3171000000)","87,298","28,368","18,498","16,263","18,128","4,737","984","214","66","21","19"
"세종특별자치시  (3600000000)","94,343","30,520","18,179","17,491","19,864","6,259","1,515","371","94","31","19"
"세종특별자치시  (3611000000)","94,343","30,520","18,179","17,491","19,864","6,259","1,515","371","94","31","19"
"경기도  (4100000000)","5,003,406","1,599,701","999,199","972,616","1,077,123","275,044","59,865","14,182","3,761","1,114","801"
"경기도 수원시 (4111000000)","472,194","158,461","85,339","89,611","107,016","25,436","4,826","1,075","286","70","74"
"경기도 성남시 (4113000000)","394,087","133,187","78,927","76,310","81,056","19,199","4,059","935","296","76","42"
"경기도 의정부시 (4115000000)","175,948","56,837","37,578","35,094","34,765","8,956","2,092","457","120","35","14"
"경기도 안양시 (4117000000)","225,163","61,692","45,199","48,125","54,477","12,408","2,466","573","138","55","30"
"경기도 부천시 (4119000000)","331,797","100,360","67,562","69,192","72,159","17,565","3,729","870","249","78","33"
"경기도 광명시 (4121000000)","127,461","34,070","26,465","27,216","30,352","7,405","1,468","338","112","22","13"
"경기도 평택시 (4122000000)","195,970","73,284","39,033","33,597","36,225","10,603","2,406","601","141","53","27"
"경기도 동두천시 (4125000000)","42,455","16,323","9,728","7,267","6,362","2,012","567","143","29","12","12"
"경기도 안산시 (4127000000)","280,524","100,067","51,714","51,807","58,578","14,747","2,814","580","145","46","26"
"경기도 고양시 (4128000000)","401,772","121,020","79,024","82,290","91,950","21,645","4,407","1,038","275","73","50"
"경기도 과천시 (4129000000)","23,454","6,525","4,278","4,769","5,820","1,572","355","92","26","9","8"
"경기도 구리시 (4131000000)","74,499","22,331","14,457","15,365","17,011","4,096","938","206","65","16","14"
"경기도 남양주시 (4136000000)","251,335","70,414","53,129","51,455","56,536","15,294","3,472","793","163","54","25"
"경기도 오산시 (4137000000)","82,581","28,206","15,047","14,956","18,266","4,788","981","245","69","13","10"
"경기도 시흥시 (4139000000)","159,978","55,329","28,218","29,426","35,486","9,135","1,784","432","111","39","18"
"경기도 군포시 (4141000000)","106,646","28,585","21,421","22,762","26,293","6,035","1,199","247","71","18","15"
"경기도 의왕시 (4143000000)","58,808","15,998","11,844","12,518","14,009","3,506","702","173","36","16","6"
"경기도 하남시 (4145000000)","84,289","26,868","17,793","16,907","17,201","4,362","880","217","43","13","5"
"경기도 용인시 (4146000000)","363,559","95,257","70,455","76,449","92,114","22,389","5,132","1,217","350","120","76"
"경기도 파주시 (4148000000)","175,089","61,127","35,665","31,747","33,978","9,633","2,261","488","123","38","29"
"경기도 이천시 (4150000000)","84,339","28,782","17,767","15,028","15,972","5,004","1,265","371","92","32","26"
"경기도 안성시 (4155000000)","76,291","28,011","16,886","12,973","12,804","4,036","1,139","275","103","24","40"
"경기도 김포시 (4157000000)","139,498","40,918","28,857","28,203","30,992","8,024","1,850","491","103","31","29"
"경기도 화성시 (4159000000)","245,921","77,903","44,626","45,552","58,563","14,974","3,217","772","208","60","46"
"경기도 광주시 (4161000000)","131,303","42,513","28,400","25,972","25,149","7,044","1,662","410","101","26","26"
"경기도 양주시 (4163000000)","80,790","25,199","17,973","15,413","15,640","4,994","1,156","293","76","22","24"
"경기도 포천시 (4165000000)","68,354","27,937","15,299","10,829","9,768","3,251","911","254","69","16","20"
"경기도 여주시 (4167000000)","47,889","18,252","11,534","7,699","6,882","2,421","773","227","64","16","21"
"경기도 연천군 (4180000000)","21,656","9,884","5,111","2,897","2,337","1,025","285","77","25","9","6"
"경기도 가평군 (4182000000)","29,212","13,273","7,092","3,997","3,215","1,132","359","100","25","3","16"
"경기도 양평군 (4183000000)","50,544","21,088","12,778","7,190","6,147","2,353","710","192","47","19","20"
"강원도  (4200000000)","692,254","279,691","162,789","111,761","96,732","30,643","7,825","2,056","481","152","124"
"강원도 춘천시 (4211000000)","117,014","41,284","26,746","21,160","19,614","6,217","1,461","386","96","32","18"
"강원도 원주시 (4213000000)","142,136","51,350","31,576","25,552","24,754","6,833","1,579","364","75","25","28"
"강원도 강릉시 (4215000000)","94,781","36,760","22,990","16,145","13,550","4,002","1,000","250","58","16","10"
"강원도 동해시 (4217000000)","40,468","15,005","9,830","7,019","6,205","1,860","425","98","19","5","2"
"강원도 태백시 (4219000000)","22,265","9,858","5,446","3,214","2,574","813","263","69","16","8","4"
"강원도 속초시 (4221000000)","37,193","15,204","8,815","6,186","5,105","1,458","314","89","14","8","0"
"강원도 삼척시 (4223000000)","34,147","16,265","7,929","4,677","3,618","1,241","322","66","20","5","4"
"강원도 홍천군 (4272000000)","31,851","12,941","8,363","4,792","3,754","1,389","442","136","18","6","10"
"강원도 횡성군 (4273000000)","21,283","8,946","5,812","3,022","2,202","897","274","97","19","7","7"
"강원도 영월군 (4275000000)","20,255","9,808","5,151","2,571","1,762","698","185","61","7","6","6"
"강원도 평창군 (4276000000)","20,745","9,256","5,373","2,824","2,154","806","229","65","26","8","4"
"강원도 정선군 (4277000000)","19,571","9,536","4,864","2,568","1,675","645","210","59","7","5","2"
"강원도 철원군 (4278000000)","21,778","9,569","4,866","3,108","2,711","1,075","324","87","29","4","5"
"강원도 화천군 (4279000000)","13,207","7,027","2,516","1,554","1,374","519","155","40","14","3","5"
"강원도 양구군 (4280000000)","11,355","5,562","2,299","1,483","1,312","500","142","37","14","3","3"
"강원도 인제군 (4281000000)","15,426","7,182","3,306","2,114","1,889","676","192","49","12","4","2"
"강원도 고성군 (4282000000)","15,377","7,955","3,439","1,929","1,243","525","181","65","24","4","12"
"강원도 양양군 (4283000000)","13,402","6,183","3,468","1,843","1,236","489","127","38","13","3","2"
"충청북도  (4300000000)","680,960","256,432","156,307","114,189","108,950","34,196","8,129","1,989","471","147","150"
"충청북도 청주시 (4311000000)","341,596","120,176","69,988","62,116","65,318","18,846","3,952","914","191","51","44"
"충청북도 충주시 (4313000000)","88,900","32,298","21,708","15,192","13,829","4,358","1,132","270","70","21","22"
"충청북도 제천시 (4315000000)","60,946","23,790","15,451","9,867","8,301","2,680","644","158","31","8","16"
"충청북도 보은군 (4372000000)","16,304","6,933","4,816","2,152","1,392","668","239","71","22","5","6"
"충청북도 옥천군 (4373000000)","23,092","8,881","6,418","3,503","2,695","1,118","318","103","33","14","9"
"충청북도 영동군 (4374000000)","23,840","10,313","6,485","3,197","2,275","1,058","369","106","22","9","6"
"충청북도 증평군 (4374500000)","16,238","6,263","3,838","2,627","2,407","855","178","49","15","6","0"
"충청북도 진천군 (4375000000)","30,746","12,326","7,122","4,760","4,395","1,607","404","82","30","7","13"
"충청북도 괴산군 (4376000000)","19,905","9,347","5,779","2,435","1,424","607","225","54","18","10","6"
"충청북도 음성군 (4377000000)","44,649","19,599","10,624","6,349","5,526","1,847","508","136","28","11","21"
"충청북도 단양군 (4380000000)","14,744","6,506","4,078","1,991","1,388","552","160","46","11","5","7"
"충청남도  (4400000000)","902,294","346,000","207,370","146,370","141,521","45,418","11,287","3,072","789","255","212"
"충청남도 천안시 (4413000000)","254,676","94,702","47,390","44,845","50,272","13,701","2,792","708","181","58","27"
"충청남도 공주시 (4415000000)","48,835","19,685","12,328","7,458","6,018","2,260","774","216","50","19","27"
"충청남도 보령시 (4418000000)","47,011","18,835","12,478","7,141","5,650","2,084","571","174","55","13","10"
"충청남도 아산시 (4420000000)","124,223","45,093","24,801","21,368","23,889","7,013","1,518","372","113","30","26"
"충청남도 서산시 (4421000000)","70,991","24,738","16,811","12,397","11,926","3,865","916","249","60","19","10"
"충청남도 논산시 (4423000000)","56,347","23,555","14,455","8,340","6,444","2,569","703","197","44","16","24"
"충청남도 계룡시 (4425000000)","14,858","3,413","2,903","2,918","3,969","1,291","268","68","15","7","6"
"충청남도 당진시 (4427000000)","73,434","29,664","16,626","11,525","10,784","3,545","946","256","55","21","12"
"충청남도 금산군 (4471000000)","25,342","10,542","7,091","3,530","2,569","1,129","323","103","28","10","17"
"충청남도 부여군 (4476000000)","32,903","13,697","9,529","4,470","3,113","1,428","463","146","34","16","7"
"충청남도 서천군 (4477000000)","26,583","11,036","7,949","3,658","2,415","1,057","318","102","29","8","11"
"충청남도 청양군 (4479000000)","15,668","6,816","4,496","1,998","1,343","673","233","76","20","9","4"
"충청남도 홍성군 (4480000000)","43,555","16,140","11,441","7,049","5,977","2,142","581","164","37","13","11"
"충청남도 예산군 (4481000000)","37,251","14,933","10,469","5,463","4,086","1,567","529","142","41","9","12"
"충청남도 태안군 (4482500000)","30,617","13,151","8,603","4,210","3,066","1,094","352","99","27","7","8"
"전라북도  (4500000000)","790,084","292,875","187,042","130,358","119,344","44,244","11,636","3,059","860","348","318"
"전라북도 전주시 (4511000000)","258,006","83,735","54,891","48,184","49,414","16,788","3,823","846","204","73","48"
"전라북도 군산시 (4513000000)","115,329","40,684","26,626","20,419","19,075","6,361","1,600","388","91","40","45"
"전라북도 익산시 (4514000000)","123,675","43,377","28,637","21,546","20,302","7,246","1,883","457","126","45","56"
"전라북도 정읍시 (4518000000)","52,330","21,555","13,559","7,609","5,999","2,645","694","179","60","16","14"
"전라북도 남원시 (4519000000)","37,529","14,987","9,859","5,523","4,428","1,931","540","181","48","13","19"
"전라북도 김제시 (4521000000)","41,601","18,271","11,064","5,636","4,059","1,743","571","167","48","20","22"
"전라북도 완주군 (4571000000)","41,204","16,003","9,875","6,453","5,628","2,299","656","197","49","22","22"
"전라북도 진안군 (4572000000)","12,654","5,878","3,395","1,524","1,032","508","202","70","18","17","10"
"전라북도 무주군 (4573000000)","11,893","5,210","3,362","1,442","1,116","504","189","44","10","11","5"
"전라북도 장수군 (4574000000)","11,123","4,882","3,061","1,418","927","535","197","65","19","10","9"
"전라북도 임실군 (4575000000)","14,332","6,424","3,877","1,818","1,196","629","218","107","38","16","9"
"전라북도 순창군 (4577000000)","13,819","5,829","3,929","1,798","1,186","648","265","102","31","17","14"
"전라북도 고창군 (4579000000)","28,900","13,312","7,637","3,448","2,491","1,263","469","144","68","32","36"
"전라북도 부안군 (4580000000)","27,689","12,728","7,270","3,540","2,491","1,144","329","112","50","16","9"
"전라남도  (4600000000)","842,688","340,027","204,372","126,974","111,022","43,807","11,613","3,294","950","299","330"
"전라남도 목포시 (4611000000)","101,180","38,387","22,273","17,231","15,879","5,799","1,223","286","65","16","21"
"전라남도 여수시 (4613000000)","118,910","40,842","28,292","20,720","19,494","7,140","1,754","497","110","34","27"
"전라남도 순천시 (4615000000)","109,650","34,641","24,191","20,300","21,177","7,273","1,556","376","90","23","23"
"전라남도 나주시 (4617000000)","49,378","22,732","11,513","6,835","5,333","2,088","618","160","57","14","28"
"전라남도 광양시 (4623000000)","61,487","20,658","12,686","10,919","11,981","3,890","884","274","107","35","53"
"전라남도 담양군 (4671000000)","22,334","10,009","5,750","2,959","2,113","997","351","96","32","15","12"
"전라남도 곡성군 (4672000000)","14,960","7,122","3,923","1,737","1,254","613","214","55","25","11","6"
"전라남도 구례군 (4673000000)","12,883","5,709","3,422","1,694","1,110","600","224","76","29","11","8"
"전라남도 고흥군 (4677000000)","34,508","16,062","10,352","3,979","2,418","1,133","404","118","23","10","9"
"전라남도 보성군 (4678000000)","22,449","10,908","5,960","2,661","1,626","863","283","99","26","11","12"
"전라남도 화순군 (4679000000)","29,575","12,515","7,120","4,271","3,572","1,527","404","117","28","9","12"
"전라남도 장흥군 (4680000000)","20,161","9,571","5,406","2,273","1,677","852","254","86","25","8","9"
"전라남도 강진군 (4681000000)","18,414","8,564","4,910","2,239","1,525","803","250","80","22","12","9"
"전라남도 해남군 (4682000000)","35,231","15,546","9,434","4,499","3,293","1,649","539","176","57","21","17"
"전라남도 영암군 (4683000000)","27,190","12,543","6,561","3,513","2,843","1,257","328","96","37","6","6"
"전라남도 무안군 (4684000000)","35,500","14,078","8,371","5,416","4,912","2,009","511","137","40","15","11"
"전라남도 함평군 (4686000000)","17,591","8,833","4,613","1,924","1,221","636","249","65","29","9","12"
"전라남도 영광군 (4687000000)","26,054","11,466","6,794","3,478","2,567","1,201","364","115","38","9","22"
"전라남도 장성군 (4688000000)","21,557","9,496","5,544","2,852","2,164","993","337","119","31","11","10"
"전라남도 완도군 (4689000000)","25,688","11,621","7,150","3,146","2,204","1,102","337","90","27","6","5"
"전라남도 진도군 (4690000000)","15,911","7,519","4,294","1,877","1,248","637","245","61","19","8","3"
"전라남도 신안군 (4691000000)","22,077","11,205","5,813","2,451","1,411","745","284","115","33","5","15"
"경상북도  (4700000000)","1,180,643","451,578","284,604","197,189","177,739","51,893","13,012","3,263","830","257","278"
"경상북도 포항시 (4711000000)","212,095","68,609","50,269","41,656","39,157","9,656","2,102","469","116","34","27"
"경상북도 경주시 (4713000000)","113,798","43,987","26,965","18,987","17,122","5,043","1,260","321","71","22","20"
"경상북도 김천시 (4715000000)","62,202","24,202","15,015","9,997","8,962","2,920","805","194","62","18","27"
"경상북도 안동시 (4717000000)","73,714","28,128","18,653","11,973","10,156","3,503","919","272","64","20","26"
"경상북도 구미시 (4719000000)","168,487","58,605","30,145","31,923","36,867","8,785","1,669","347","101","30","15"
"경상북도 영주시 (4721000000)","48,678","18,713","12,989","7,625","6,302","2,219","639","141","33","11","6"
"경상북도 영천시 (4723000000)","47,509","20,437","12,489","7,070","5,105","1,695","508","136","39","17","13"
"경상북도 상주시 (4725000000)","46,750","18,897","13,013","6,886","5,059","2,006","625","195","37","9","23"
"경상북도 문경시 (4728000000)","34,643","14,402","9,311","5,108","3,745","1,460","426","139","34","9","9"
"경상북도 경산시 (4729000000)","107,821","38,101","24,294","19,997","18,577","5,262","1,219","261","66","21","23"
"경상북도 군위군 (4772000000)","12,428","5,728","3,840","1,498","858","352","100","33","9","3","7"
"경상북도 의성군 (4773000000)","27,440","12,284","8,710","3,384","1,857","780","308","81","23","6","7"
"경상북도 청송군 (4775000000)","13,460","6,138","4,168","1,602","1,021","359","123","35","10","2","2"
"경상북도 영양군 (4776000000)","8,800","3,918","2,699","1,034","712","302","94","26","10","1","4"
"경상북도 영덕군 (4777000000)","20,185","9,739","5,655","2,437","1,512","595","174","51","12","4","6"
"경상북도 청도군 (4782000000)","21,722","9,971","6,148","2,863","1,744","678","236","59","11","3","9"
"경상북도 고령군 (4783000000)","16,215","6,967","4,465","2,241","1,665","609","193","52","12","5","6"
"경상북도 성주군 (4784000000)","21,877","9,837","5,897","2,967","1,902","824","310","98","26","8","8"
"경상북도 칠곡군 (4785000000)","53,695","21,700","10,932","9,009","8,934","2,416","511","132","35","11","15"
"경상북도 예천군 (4790000000)","22,123","9,363","6,632","2,903","2,000","824","268","90","27","10","6"
"경상북도 봉화군 (4792000000)","16,492","7,312","4,858","2,107","1,342","562","231","51","18","5","6"
"경상북도 울진군 (4793000000)","25,186","11,603","6,357","3,296","2,725","871","234","71","11","7","11"
"경상북도 울릉군 (4794000000)","5,323","2,937","1,100","626","415","172","58","9","3","1","2"
"경상남도  (4800000000)","1,385,684","474,968","310,301","251,844","254,821","72,203","16,100","3,849","956","311","331"
"경상남도 창원시 (4812000000)","417,762","128,569","87,302","84,012","89,495","22,515","4,497","1,013","210","82","67"
"경상남도 진주시 (4817000000)","140,748","47,013","31,434","26,178","25,713","8,093","1,796","383","86","25","27"
"경상남도 통영시 (4822000000)","59,214","21,607","14,434","10,252","9,106","2,859","723","166","41","13","13"
"경상남도 사천시 (4824000000)","51,012","20,204","12,232","8,229","7,305","2,300","557","136","27","15","7"
"경상남도 김해시 (4825000000)","200,370","57,568","39,604","40,513","47,015","12,425","2,443","585","138","42","37"
"경상남도 밀양시 (4827000000)","50,158","20,885","13,341","7,352","5,741","2,054","570","147","37","11","20"
"경상남도 거제시 (4831000000)","102,413","34,904","19,697","18,650","21,580","5,879","1,290","287","83","22","21"
"경상남도 양산시 (4833000000)","125,453","38,576","27,622","25,175","25,735","6,582","1,325","309","84","18","27"
"경상남도 의령군 (4872000000)","14,419","7,162","3,854","1,651","1,062","481","142","42","14","6","5"
"경상남도 함안군 (4873000000)","31,106","12,817","7,458","4,702","4,257","1,404","340","86","24","7","11"
"경상남도 창녕군 (4874000000)","30,810","13,424","8,769","4,141","2,873","1,096","368","81","31","13","14"
"경상남도 고성군 (4882000000)","25,853","11,406","6,692","3,552","2,692","1,070","318","78","26","8","11"
"경상남도 남해군 (4884000000)","22,155","9,654","6,726","2,814","1,816","801","251","65","11","6","11"
"경상남도 하동군 (4885000000)","23,704","10,720","6,316","3,063","2,100","951","365","111","41","10","27"
"경상남도 산청군 (4886000000)","18,404","8,920","4,998","2,185","1,371","630","205","58","20","11","6"
"경상남도 함양군 (4887000000)","19,598","8,958","5,324","2,415","1,704","821","258","80","24","9","5"
"경상남도 거창군 (4888000000)","28,203","10,981","7,582","4,171","3,470","1,446","391","121","32","4","5"
"경상남도 합천군 (4889000000)","24,302","11,600","6,916","2,789","1,786","796","261","101","27","9","17"
"제주특별자치도  (5000000000)","266,972","102,333","54,818","43,783","41,705","17,848","4,648","1,282","364","104","87"
"제주특별자치도 제주시 (5011000000)","192,353","71,592","38,169","32,485","32,125","13,360","3,386","853","265","64","54"
"제주특별자치도 서귀포시 (5013000000)","74,619","30,741","16,649","11,298","9,580","4,488","1,262","429","99","40","33"
